date,us_cpi_all_items,us_cpi_all_items_mom_pct,us_cpi_all_items_yoy_pct,us_core_cpi,us_core_cpi_mom_pct,us_core_cpi_yoy_pct,us_pce,us_pce_mom_pct,us_pce_yoy_pct,us_core_pce,us_core_pce_mom_pct,us_core_pce_yoy_pct,us_shelter_cpi,us_shelter_cpi_mom_pct,us_shelter_cpi_yoy_pct,us_energy_cpi,us_energy_cpi_mom_pct,us_energy_cpi_yoy_pct,us_food_cpi,us_food_cpi_mom_pct,us_food_cpi_yoy_pct,uk_cpi_yoy,eu_hicp_yoy,india_cpi_yoy,japan_cpi_yoy,canada_cpi_yoy,brazil_cpi_yoy,south_korea_cpi_yoy
2024-08-01,314.062,0.157,2.607,319.75,0.254,3.285,123.889,0.124,2.413,123.128,0.177,2.873,402.895,0.438,5.209,275.706,-0.927,-4.039,330.748,0.127,2.069,133.4,126.67,157.111,,127.8378,161.6313,
2024-09-01,314.732,0.213,2.426,320.732,0.307,3.282,124.164,0.222,2.261,123.466,0.275,2.839,403.956,0.263,4.846,272.681,-1.097,-6.815,331.753,0.304,2.273,133.5,126.56,157.8822,,127.2847,162.3424,
2024-10-01,315.631,0.286,2.579,321.731,0.311,3.299,124.494,0.266,2.478,123.832,0.296,2.987,405.721,0.437,4.9,273.003,0.118,-4.799,332.463,0.214,2.157,134.3,126.99,159.2043,,127.8378,163.2514,
2024-11-01,316.528,0.284,2.719,322.657,0.288,3.286,124.637,0.115,2.588,123.962,0.105,2.981,407.114,0.343,4.785,273.281,0.102,-3.142,333.629,0.351,2.362,134.6,126.58,159.2043,,127.8378,163.888,
2024-12-01,317.604,0.34,2.871,323.259,0.187,3.213,124.979,0.274,2.728,124.196,0.189,2.989,408.165,0.258,4.62,279.829,2.396,-0.333,334.464,0.25,2.46,135.1,127.03,158.3229,,127.3637,164.7402,
2025-01-01,318.961,0.427,2.991,324.638,0.427,3.283,125.417,0.35,2.607,124.587,0.315,2.78,409.579,0.346,4.399,282.272,0.873,0.828,335.441,0.292,2.449,135.1,126.67,157.77200000000002,,127.4427,165.0038,
2025-02-01,319.679,0.225,2.802,325.465,0.255,3.138,125.921,0.402,2.71,125.145,0.448,2.969,410.793,0.296,4.242,282.096,-0.062,-0.436,336.065,0.186,2.55,135.6,127.22,157.3313,,128.7859,167.1655,
2025-03-01,319.785,0.033,2.382,325.69,0.069,2.809,125.941,0.016,2.359,125.267,0.097,2.67,411.639,0.206,3.995,278.906,-1.131,-3.388,337.331,0.377,2.916,136.1,127.99,157.5517,,129.1809,168.1016,
2025-04-01,320.302,0.162,2.325,326.467,0.239,2.776,126.15,0.166,2.277,125.502,0.188,2.615,413.04,0.34,3.989,277.343,-0.56,-3.57,337.493,0.048,2.754,,128.72,,,,168.8246,
2025-05-01,320.62,0.099,2.377,326.893,0.13,2.766,126.38,0.182,2.458,125.79,0.229,2.784,414.109,0.259,3.868,275.377,-0.709,-3.093,338.474,0.291,2.896,,128.64,,,,,
2025-06-01,321.435,0.254,2.68,327.658,0.234,2.911,126.743,0.287,2.594,126.121,0.263,2.807,414.981,0.211,3.823,276.558,0.429,-0.62,339.468,0.294,2.994,,129.03,,,,,
2025-07-01,322.169,0.228,2.743,328.682,0.313,3.054,126.96,0.171,2.606,126.43,0.245,2.863,415.931,0.229,3.687,274.85,-0.618,-1.235,339.891,0.125,2.895,,129.05,,,,,
2025-08-01,323.291,0.348,2.939,329.7,0.31,3.112,127.293,0.262,2.748,126.714,0.225,2.912,417.555,0.39,3.639,276.734,0.685,0.373,341.32,0.42,3.196,,129.24,,,,,
2025-09-01,324.245,0.295,3.023,330.418,0.218,3.02,127.625,0.261,2.787,126.954,0.189,2.825,418.422,0.208,3.581,280.7,1.433,2.941,342.086,0.224,3.115,,129.36,,,,,
2025-10-01,,,,,,,127.871,0.193,2.713,127.243,0.228,2.755,,,,,,,,,,,129.64,,,,,
2025-11-01,325.063,0.252,2.988,331.043,0.189,2.894,128.152,0.22,2.82,127.469,0.178,2.829,419.431,0.241,3.379,284.648,1.406,4.266,342.386,0.088,2.985,,129.25,,,,,
2025-12-01,326.031,0.298,3.002,331.814,0.233,2.838,128.576,0.331,2.878,127.886,0.327,2.971,421.039,0.383,3.42,285.624,0.343,4.517,344.632,0.656,3.298,,129.49,,,,,
2026-01-01,326.588,0.171,2.829,332.793,0.295,2.949,128.965,0.303,2.829,128.388,0.393,3.051,421.965,0.22,3.381,281.436,-1.466,0.574,345.271,0.185,3.231,,,,,,,
2026-02-01,327.46,0.267,2.665,333.512,0.216,2.734,129.449,0.375,2.802,128.859,0.367,2.968,422.942,0.232,3.263,283.223,0.635,0.337,346.622,0.391,3.333,,,,,,,
2026-03-01,330.293,0.865,3.32,334.165,0.196,2.673,,,,,,,424.069,0.266,3.232,314.019,10.873,11.316,346.603,-0.005,3.136,,,,,,,
